,category,frequency,avg_rating,avg_price,avg_num_reviews,cluster_assignment,TSNE_X_coord,TSNE_Y_coord
991,Caliper Gages,3,4.1000000000000005,17.7,3.333333333333333,9,-1.9290159,0.3423562
992,Combs,3,4.6000000000000005,11.246666666666668,33.333333333333336,15,6.2791243,-1.773655
993,Bunting Bags,3,4.633333333333333,104.22666666666667,193.33333333333331,13,-1.9470836,0.74430156
994,Temperature Controllers,3,3.9,12.656666666666666,86.0,14,4.7803855,0.23872243
995,Humidifiers,3,4.466666666666668,22.156666666666663,803.0,14,3.9495869,-0.22516207
996,Glass & Industrial Gems,3,4.9,23.27,17.0,1,0.42279375,8.361388
997,Microscopes & Equipment,3,4.833333333333333,138.45999999999998,5.0,11,-7.5410447,0.95009077
998,Targeting Arrows,3,4.633333333333333,39.21333333333334,30.33333333333333,12,-5.8118606,1.8434136
999,Dual Purpose,3,4.3,82.53,10.0,8,-1.9291996,-6.004182
1000,Ceramics,3,4.9,23.27,17.0,19,-0.33196297,-4.8409038
1001,Tees,3,4.666666666666667,15.211666666666664,425.6666666666667,9,0.8542379,3.7535963
1002,Trampolines & Accessories,3,4.333333333333334,49.653333333333336,271.3333333333333,17,-7.2711525,-1.2705655
1003,Growing Tents,3,4.3,175.88833333333332,447.0,6,0.96552485,-7.0697846
1004,Gas Detectors & Alarms,3,4.6,82.86666666666666,944.6666666666666,14,6.7849526,1.1606053
1005,Marine Stereos,3,4.0,72.99,119.0,16,-6.266297,7.49616
1006,Game Table Accessories,3,4.666666666666667,32.660000000000004,121.66666666666669,0,-5.9443545,-3.6278217
1007,Iodine,3,4.6,14.676666666666668,188.66666666666663,14,6.4509344,0.0835741
1008,Windshield Wipers & Washers,3,4.199999999999999,14.845,2852.0,15,4.269221,-3.5914683
1009,Metal Filled Epoxies,3,4.6000000000000005,51.903333333333336,19.33333333333333,12,1.2789273,8.538974
1010,For Moms,3,4.466666666666667,58.52333333333333,3124.6666666666665,11,2.9534955,-0.6882349
1011,Shoe Decoration Charms,3,4.733333333333333,23.03,249.66666666666663,5,0.4051173,5.3895392
1012,Scratching Pads,3,4.333333333333333,17.155,82.33333333333333,1,-2.7011178,-1.5782788
1013,Straight,3,4.533333333333334,17.28,172.33333333333334,8,-1.5200305,-7.6317554
1014,Mantels & Surrounds,3,4.133333333333334,89.10666666666667,33.666666666666664,3,2.7515435,2.0803177
1015,Crutches & Accessories,3,4.466666666666667,10.983333333333334,302.3333333333333,5,-1.3949343,5.418332
1016,Toilet Brushes & Holders,3,4.366666666666666,16.69333333333333,524.3333333333334,15,6.1208143,-3.49571
1017,Canes,3,4.466666666666667,10.983333333333334,302.3333333333333,5,-0.5010975,4.8432503
1018,Arrows & Parts,3,4.633333333333333,39.21333333333334,30.33333333333333,9,-4.1073127,2.0416725
1019,Scissors & Shears,3,4.333333333333333,15.15,68.0,1,3.256697,2.060482
1020,Lighting Equipment & Accessories,3,4.533333333333334,30.23166666666667,955.6666666666666,19,-2.7015436,-2.4604576
1021,Metal Detectors,3,4.8,99.32,30.33333333333333,7,1.2596045,8.572746
1022,Tile Epoxy Adhesives,3,4.5,177.8016666666667,479.3333333333333,1,2.4358168,-0.05547483
1023,Running GPS Units,3,4.466666666666667,279.28333333333336,1200.0,0,-8.938446,4.171601
1024,Centerpieces,3,4.666666666666667,8.913333333333334,123.33333333333331,19,-1.4110773,1.4470646
1025,Sport Sandals,3,4.566666666666666,23.24166666666667,87.33333333333333,5,0.034263052,5.632661
1026,Meat Grinders,3,4.1000000000000005,76.49,69.66666666666667,4,9.10712,-7.7407784
1027,Down & Parkas,3,3.866666666666667,113.305,69.0,9,0.14900258,-1.436667
1028,Combinations,3,4.6000000000000005,28.53,187.33333333333331,9,-1.2627963,-0.8481096
1029,Chicken,3,4.566666666666667,29.07333333333333,668.6666666666666,4,6.643376,-9.155404
1030,Safety & Survival,3,4.566666666666666,23.33333333333333,1799.3333333333333,19,-1.1981221,7.4211698
1031,Table Saw Accessories,3,4.5,12.693333333333332,490.0,19,4.153725,-6.295971
1032,Joint & Muscle Pain Relief,3,4.566666666666666,26.586666666666662,2835.333333333333,11,7.5390334,-1.0889627
1033,Chain & Sprocket Kits,3,4.466666666666666,38.06666666666667,53.66666666666666,10,-3.0715482,4.497198
1034,Luer Fittings,3,4.8,20.790000000000003,10.0,10,-2.8548694,3.8910859
1035,Gravel Cleaners,3,3.8333333333333335,19.06,14.666666666666666,6,-0.0014279485,2.3724232
1036,Throw Pillows,3,4.533333333333334,28.888333333333332,860.3333333333334,3,4.6466975,4.1574507
1037,Chargers,3,4.2,7.416666666666667,450.6666666666667,9,-0.07577677,-1.3341978
1038,Quick Change Discs,3,4.833333333333333,22.866666666666664,5.666666666666667,17,-5.6061645,-0.6923716
1039,Baseball Caps,3,4.533333333333334,21.97333333333333,397.0,17,-8.59947,-2.4068377
1040,Decorative Pillows,3,4.633333333333333,34.64666666666666,2995.333333333333,3,4.549375,4.149936
1041,Quilts,3,4.833333333333333,28.863333333333333,8.666666666666666,5,2.7054577,4.119012
1042,Vision Care,3,4.766666666666667,18.076666666666668,49.0,19,-7.8414063,1.3388245
1043,Storage & Accessories,3,4.566666666666666,28.456666666666663,23.0,13,-1.4423895,1.2806448
1044,Socks & Hosiery,3,4.533333333333333,11.928333333333333,517.3333333333334,5,1.5549904,4.8731318
1045,Sashimi Knives,3,4.5,46.38833333333334,32.0,4,11.201822,-3.4955297
1046,Jewelry Chests,3,4.533333333333333,17.986666666666668,73.33333333333333,13,0.5136567,7.97851
1047,Printer Parts & Accessories,3,4.466666666666668,101.34333333333332,16.333333333333332,1,-8.48918,-0.18579993
1048,Shelves & Drawers,3,4.433333333333334,15.963333333333331,2097.6666666666665,13,2.050466,2.1379185
1049,Echinacea,3,4.333333333333333,14.9,446.0,9,0.68833333,-1.3273386
1050,Watch Accessories,3,4.433333333333334,13.481666666666667,722.3333333333334,19,-7.8937044,1.4988941
1051,Reservoirs,3,4.466666666666666,67.18833333333333,49.0,16,2.644878,-4.425534
1052,Watch Bands,3,4.433333333333334,13.481666666666667,722.3333333333334,17,-3.4901156,7.6571836
1053,Substance Analysis Instrumentation,3,3.966666666666667,102.32,180.0,14,4.0465846,-0.56617045
1054,Garlic,3,4.733333333333333,17.596666666666668,279.6666666666667,18,5.6726155,-8.862649
1055,Buckets,3,4.433333333333334,69.66,39.66666666666666,9,2.1384275,-3.1937675
1056,Beds & Furniture,3,3.9666666666666655,36.620000000000005,4143.333333333333,3,4.8962765,3.7586386
1057,Under-Cabinet Lights,3,4.433333333333334,26.625,3672.0,3,-1.8170458,-3.7871196
1058,Outdoor Storage,3,4.133333333333333,89.11,998.3333333333334,6,-0.7049396,-3.9168322
1059,Pet Gear,3,4.466666666666667,10.083333333333334,84.66666666666667,5,3.0413635,0.24157332
1060,Shirt Studs,3,4.566666666666666,12.333333333333334,25.33333333333333,5,0.22650243,5.88427
1061,Nuts,3,4.4,20.00333333333333,44.66666666666666,9,-2.288879,-5.2153215
1062,Shower Doors,3,4.266666666666667,13.76,99.33333333333331,15,6.1941905,-3.8959188
1063,Lightning Cables,3,4.466666666666667,17.823333333333334,32866.0,7,-7.04532,4.468139
1064,Terminal Tackle,3,4.366666666666666,15.656666666666666,142.0,9,-4.5360174,-1.3159802
1065,Oil Filters,3,4.766666666666667,21.133333333333336,1155.6666666666667,14,7.2014656,0.40107206
1066,Hose Clamps,3,4.633333333333333,6.826666666666667,51.0,14,3.0363955,-3.4776447
1067,Timing Cover,3,4.9,15.98,15.333333333333334,9,-3.9703493,0.8727042
1068,Cycling GPS Units,3,4.533333333333333,12.626666666666669,167.33333333333334,2,-6.76614,8.379895
1069,Shifters,3,4.466666666666666,61.91333333333333,33.0,12,-5.082992,3.0176497
1070,Derailleurs & Shifters,3,4.199999999999999,56.580000000000005,18.0,12,-5.040303,2.96437
1071,Mobiles,3,4.3,14.83,364.0,19,-8.587415,3.9211862
1072,Body & Suspension Lift Kits,3,4.5,104.22666666666667,100.66666666666669,2,-3.9372,4.821147
1073,Bead,3,4.5,11.49,600.3333333333334,9,-0.016253049,-1.2173353
1074,Granola,3,4.8,13.23,422.0,18,6.105903,-7.3379393
1075,Coolers,3,4.633333333333334,45.18000000000001,690.0,16,2.2755988,-3.421734
1076,Active Sweaters,3,4.066666666666666,66.09,3.6666666666666665,5,-1.0644689,6.5824056
1077,Golf Balls,3,4.766666666666667,32.693333333333335,146.66666666666666,12,-11.040966,2.5154238
1078,Restraint Ropes & Lanyards,3,4.2,99.37166666666668,160.0,10,-2.552209,4.695215
1079,Straps,3,4.6,8.525,361.0,9,-2.4638355,3.9451947
1080,Body Glitter,3,4.733333333333333,12.456666666666669,141.33333333333334,17,-1.817344,-2.232626
1081,Railings & Pickets,3,4.2,26.793333333333333,51.0,8,-3.763113,-1.1481329
1082,Snow Plow Attachments & Accessories,3,4.5,86.46333333333332,91.66666666666669,12,9.144562,1.9153175
1083,Intake Manifolds & Parts,3,4.7,94.86333333333332,8.666666666666666,2,-3.3394024,7.525193
1084,Benches,3,4.4,160.01666666666668,140.66666666666666,8,1.9656163,0.20817441
1085,Outdoor Kitchen Appliances & Storage,3,4.4,89.90666666666668,38.66666666666666,4,6.8184614,-5.526526
1086,Battery Accessories,3,4.933333333333334,42.73333333333333,198.33333333333331,7,-7.9499664,4.249621
1087,Sports & Action Video Cameras,3,4.1,259.9633333333333,353.3333333333333,0,-9.127779,2.5238833
1088,Swivels,3,4.733333333333333,39.72666666666667,24.666666666666668,9,-5.897276,-0.2598445
1089,Trailer Brakes,3,4.833333333333333,47.94,114.0,10,-6.688601,1.996705
1090,Serveware Accessories,3,4.7,15.741666666666667,145.33333333333334,4,5.150457,-6.3826914
1091,Sleepwear,3,4.466666666666667,21.99333333333333,2.0,3,5.2757983,4.130693
1092,Black Seed Oil,3,4.633333333333334,15.461666666666666,111.66666666666669,8,-1.4385276,-9.239671
1093,Acoustic Guitar Stands & Hangers,3,4.433333333333334,14.08,605.0,12,-5.2484264,8.933597
1094,Lanterns,3,4.633333333333333,27.636666666666667,532.3333333333334,19,-2.6312616,-2.3164208
1095,Quilts & Sets,3,4.566666666666667,58.16333333333333,633.6666666666666,5,2.647636,4.1305447
1096,Cello,3,4.666666666666667,53.49333333333334,3.333333333333333,17,-4.488291,8.974247
1097,Diving Suits,3,3.6666666666666674,65.89,45.0,16,1.7931373,-8.438503
1098,Laundry Supplies,3,4.6000000000000005,50.64333333333334,141.33333333333334,13,4.1865854,-3.5923762
1099,9V,3,4.4,11.06,404.0,9,0.00048165023,-0.6852754
1100,Toothbrushes & Accessories,3,4.433333333333334,27.438333333333333,1172.0,15,8.687968,-1.4306127
1101,Electronic Dictionaries & Thesauri,3,3.5333333333333337,72.66333333333334,111.0,0,-9.1307335,2.5618417
1102,Nets,3,3.7,41.50333333333333,38.333333333333336,9,-1.4347104,-1.1980195
1103,Knives & Tools,3,4.8,33.656666666666666,529.0,12,11.209581,-3.4281666
1104,Disposable Plates,3,4.633333333333333,16.919999999999998,288.3333333333333,8,-0.79753923,-6.879226
1105,Hoodies,3,4.533333333333332,25.656666666666663,66.66666666666667,5,0.6701486,4.8328853
1106,Toggle Switches,3,4.633333333333333,14.951666666666668,250.66666666666663,7,-5.488758,2.3543797
1107,Window Hardware Sets,3,4.4,42.35833333333333,152.33333333333334,19,-1.5523344,-0.9628311
1108,Bedspread & Coverlet Sets,3,4.666666666666667,93.22666666666667,593.0,3,4.757604,3.9072263
1109,Oven & Grill Cleaners,3,4.233333333333333,14.933333333333335,109.0,4,6.8969207,-5.4510026
1110,Lunch Boxes,3,4.300000000000001,15.088333333333331,127.66666666666669,4,4.6653776,-8.244418
1111,Raw Building Materials,3,3.7,135.98333333333332,2.6666666666666665,1,-0.3762223,3.2496903
1112,Speakers & Subwoofers,3,4.433333333333334,100.34999999999998,346.3333333333333,19,-5.3740478,3.2141075
1113,Practice Nets,3,4.733333333333333,80.83666666666666,1234.0,6,-1.8178337,-1.1660216
1114,Unitards,3,3.633333333333333,18.826666666666668,85.33333333333333,9,-1.3947785,-3.3963027
1115,Repair Kits,3,4.433333333333333,19.016666666666666,132.66666666666666,1,-3.1285937,1.6697978
1116,Nocks,3,4.566666666666666,11.805,101.0,8,-1.8833355,-5.33405
1117,Laxatives,3,4.633333333333334,30.33333333333333,1310.0,11,3.4005952,-2.2919202
1118,Looms & Accessories,3,2.9333333333333336,29.986666666666665,7.0,10,-2.855181,2.9566631
1119,Door Viewers,3,4.366666666666666,23.508333333333336,170.33333333333334,3,2.5077617,2.0097246
1120,Puzzles,3,4.666666666666667,19.953333333333337,855.0,9,-4.6834483,-3.7730386
1121,Slings,3,4.166666666666667,17.856666666666666,101.0,9,-2.0955434,3.3699784
1122,Outlet Switches,3,4.433333333333333,31.823333333333327,943.3333333333334,7,-5.6979904,2.3902047
1123,Classroom Science Supplies,3,4.533333333333334,24.64333333333333,1963.0,1,3.5561209,2.754535
1124,Gun Loaders,3,4.0,7.166666666666667,125.0,12,-1.62876,10.760313
1125,Raisins,3,4.6000000000000005,19.756666666666664,147.0,18,6.0659733,-8.16024
1126,Tackle Storage,3,3.9666666666666655,20.25333333333333,315.3333333333333,13,-1.5494424,0.68006194
1127,Crayons,3,4.633333333333334,11.696666666666667,217.33333333333331,1,-3.5393877,-3.475584
1128,Luggage Scales,3,4.133333333333334,14.69,28.33333333333333,13,-1.704779,0.83928764
1129,Fire Pits & Outdoor Fireplaces,3,4.6,193.52666666666664,273.0,14,7.3099375,-4.7877016
1130,Fire & Safety,3,4.033333333333333,131.7566666666667,39.66666666666666,14,-0.7821245,7.7005715
1131,Optical Inspection Apparatus,3,4.6,26.88833333333333,584.6666666666666,19,-7.795643,1.4136823
1132,Broths,3,4.6,18.39666666666667,190.33333333333331,4,4.451434,-5.951652
1133,Ironing Accessories,3,4.033333333333332,19.986666666666668,55.66666666666666,1,0.40151387,2.8131347
1134,Nintendo DS,3,3.933333333333333,11.42,216.33333333333331,0,-10.315132,5.54106
1135,Salmon,3,3.766666666666667,30.50333333333333,11.666666666666666,16,2.387713,-9.111959
1136,Seals & O-Rings,3,4.366666666666667,7.359999999999999,21.666666666666668,16,0.37023672,-3.4508274
1137,Vegetables,3,4.233333333333333,18.263333333333332,184.0,4,4.791923,-8.73668
1138,Automatic Feeders,3,4.499999999999999,31.81,224.66666666666663,9,0.18428937,-2.3586516
1139,Plugs,3,4.3,13.573333333333332,17.666666666666668,9,0.9801898,0.61208534
1140,Saddle Pads,3,4.4,66.86333333333333,10.333333333333334,5,-1.4842274,6.4232864
1141,Tune-Up Kits,3,4.566666666666666,15.256666666666666,237.33333333333331,19,-3.4107962,1.8041998
1142,Scrubs,3,4.300000000000001,11.206666666666663,975.0,15,4.7794743,-2.4685886
1143,Shot Glasses,3,4.733333333333333,16.71,120.0,19,-8.14285,1.9210774
1144,Two-Pieces,3,4.6000000000000005,24.126666666666665,38.66666666666666,9,-1.5582495,-5.8140945
1145,Nozzles,3,4.166666666666667,16.791666666666668,726.6666666666666,14,2.9376562,-3.690377
1146,Temperature & Humidity,3,4.500000000000001,42.80166666666667,370.6666666666667,14,4.151861,-0.08775377
1147,Lab Furniture,3,3.9666666666666655,114.425,21.33333333333333,3,5.266045,1.6122305
1148,Stabilizers,3,4.533333333333334,21.72,381.6666666666667,19,-1.7420286,3.8640645
1149,Facility Safety Products,3,4.5,37.77666666666666,2103.333333333333,19,-1.2553736,7.575286
1150,Play Sets & Playground Equipment,3,4.466666666666666,33.97666666666667,325.0,17,-5.920995,-3.0906186
1151,Countertop Soap Dispensers,3,4.1000000000000005,27.656666666666663,266.3333333333333,15,6.2905126,-3.438756
1152,Identification,3,4.366666666666666,14.986666666666666,532.0,9,-1.5267465,0.8200865
1153,Greenhouses & Accessories,3,4.133333333333334,83.71,17.666666666666668,6,1.5246525,-6.988821
1154,Dyes,3,4.633333333333334,27.57333333333333,262.0,9,-2.1796246,-1.6217014
1155,Laces,3,4.4,8.49,8.0,5,1.9374506,4.8052335
1156,Air Fresheners,3,4.266666666666667,12.1,3506.0,14,4.2017493,-0.19275299
1157,Cheese,3,3.3000000000000003,76.79333333333334,69.66666666666667,18,7.752381,-8.312117
1158,Italian Style,3,4.5,11.256666666666668,12.333333333333334,9,1.2609737,-0.5029314
1159,Button-Down Shirts,3,4.266666666666667,44.32333333333333,20.666666666666668,5,1.2553071,5.239801
1160,Napkins,3,4.5,8.493333333333334,14.333333333333334,4,4.3131537,-5.514023
1161,Peppercorns,3,4.499999999999999,13.623333333333331,378.3333333333333,18,5.4550533,-8.392678
1162,Propane Space Heaters,3,4.533333333333332,79.97666666666667,211.66666666666663,14,-3.0115595,10.024804
1163,Adhesive Bandages,3,4.633333333333334,18.92833333333333,252.66666666666663,5,2.2764966,-0.27552176
1164,Ignition,3,4.533333333333333,26.633333333333336,48.0,2,-4.9779034,6.691999
1165,Elbow Fittings,3,4.566666666666666,17.201666666666664,12.666666666666666,5,-1.0666891,4.8912687
1166,Planner Refills,3,4.7,17.415,197.33333333333331,13,1.8860786,-2.6558845
1167,Fluids & Maintenance,3,4.733333333333333,47.656666666666666,184.66666666666663,10,-3.0935428,2.1428447
1168,Albums,3,4.666666666666667,16.326666666666664,210.33333333333331,9,-0.54418737,0.31788486
1169,Basketball Hoops & Goals,3,4.466666666666666,142.62,48.0,17,-4.9673023,-5.2872696
1170,POS & Register Rolls,3,4.366666666666667,75.54666666666667,506.3333333333333,13,-3.8861492,-0.1580011
1171,Wormers,3,4.566666666666666,22.92333333333333,335.3333333333333,8,-0.86310476,-4.8106413
1172,Folk & World,3,4.2,22.91,40.66666666666666,9,-0.020947635,-3.5565367
1173,Louver Shutters,3,4.0,61.21,69.33333333333333,10,-3.1019769,1.46107
1174,Star Knobs,3,4.466666666666666,12.089999999999998,45.333333333333336,17,3.726471,6.607397
1175,Air Filters,3,3.7,39.27333333333333,20.33333333333333,14,3.9479046,-0.12337007
1176,Butter & Margarine,3,4.633333333333333,28.735000000000003,729.0,4,7.472275,-7.5052886
1177,Probiotics,3,4.666666666666667,54.16166666666667,3330.333333333333,11,6.5527225,-1.4524022
1178,Walking,3,4.466666666666667,32.38833333333333,376.6666666666667,6,2.6233804,5.008858
1179,Sofa & Console Tables,3,4.166666666666667,139.38833333333335,342.6666666666667,3,4.7639456,3.1629252
1180,Manual,3,4.566666666666666,20.82333333333333,77.33333333333333,9,-2.450338,1.4913001
1181,Active Skirts,3,4.266666666666667,12.189999999999998,20.666666666666668,5,-0.23860864,6.5475063
1182,Ghee,3,4.466666666666666,27.12333333333333,1190.0,9,0.01740751,-1.2493385
1183,Round Paintbrushes,3,4.5,10.93,18.33333333333333,1,0.101341344,-5.3066187
1184,Maintenance,3,4.666666666666667,28.316666666666663,5553.333333333333,9,-1.5381507,2.0448985
1185,Upkeep & Repairs,3,4.666666666666667,28.316666666666663,5553.333333333333,1,-0.2987902,2.546625
1186,Tanks & Tees,3,4.066666666666666,16.323333333333334,211.33333333333331,14,2.466053,-1.7328995
1187,Horse Driving Equipment,3,3.766666666666667,37.305,21.33333333333333,2,-1.9126872,6.651333
1188,Tea Lights,3,4.499999999999999,18.07166666666667,4191.0,18,9.360142,-3.8807325
1189,Thermal Underwear,3,4.4,20.92833333333333,1430.3333333333333,5,1.298123,5.633626
1190,Stereo System Components,3,3.7,154.96666666666667,665.3333333333334,2,-6.5140915,7.325206
1191,Flea & Tick Control,3,4.233333333333333,15.99,413.0,11,1.145271,-3.0356255
1192,Halters,3,4.433333333333333,41.678333333333335,40.0,9,-2.3313138,3.5610132
1193,Paintbrush Sets,3,4.6,16.156666666666666,1059.0,1,0.14660531,-5.293833
1194,Ball Bearings,3,4.666666666666667,10.253333333333332,123.0,17,-6.936213,-2.6623514
1195,Gutters & Accessories,3,4.266666666666667,30.68166666666666,105.66666666666669,14,-0.533061,-4.47068
1196,Hard-Sided Carriers,3,4.4,24.10333333333333,30.0,8,-2.470278,-5.284434
1197,Crates,3,4.566666666666667,47.49,207.66666666666663,13,-1.6534404,0.48967138
1198,Griddles,3,4.433333333333334,85.65666666666668,226.66666666666663,9,-3.879912,0.87681717
1199,Reciprocating Saw Blades,3,4.633333333333334,32.04333333333333,348.6666666666667,12,1.3064772,3.007313
1200,Portable CD Players,3,4.533333333333333,53.653333333333336,25.0,0,-8.295688,6.675321
1201,Microconsoles,3,4.2,18.613333333333333,928.0,8,-2.6393528,-3.4737968
1202,Houses & Pens,3,4.566666666666667,47.49,207.66666666666663,3,3.9784553,2.0091848
1203,Fashion Hoodies,3,4.6000000000000005,27.606666666666666,119.33333333333331,5,1.5307915,5.3576536
1204,Routers,3,4.166666666666667,333.99666666666667,975.0,19,-6.254272,2.3773904
1205,Power Brake Systems,3,4.9,73.80333333333333,33.0,7,-6.052333,5.170072
1206,Bandages & Bandaging Supplies,3,4.699999999999999,21.87333333333333,645.6666666666666,11,5.4310093,-1.1726183
1207,Menopause,3,4.533333333333332,29.129999999999995,504.6666666666667,11,7.4578753,-0.99950427
1208,Drivers,3,4.666666666666667,317.30833333333334,31.33333333333333,2,-5.63071,6.220849
1209,Calculators,3,4.6000000000000005,45.77166666666667,962.3333333333334,0,-7.0634856,2.3937201
1210,Disc Sports,3,4.7,24.15,68.33333333333333,2,-6.276344,-1.2067573
1211,Oyster Sauce,3,4.433333333333333,24.840000000000003,107.0,4,2.9655063,-9.285065
1212,Tube Cutters,3,4.366666666666666,23.01,86.0,10,-0.23472695,0.13843344
1213,Choline,3,4.5,33.989999999999995,66.66666666666667,9,0.09392303,-1.2774053
1214,Dental Care,3,4.266666666666667,17.40833333333333,723.3333333333334,11,8.726143,-1.2256082
1215,Antioxidants,3,4.333333333333333,37.215,56.66666666666666,11,4.117241,-2.0103612
1216,Ornaments,3,4.5,10.306666666666668,50.66666666666666,19,-2.7254333,2.1980624
1217,Hand Dryers,3,4.233333333333333,137.23000000000002,26.33333333333333,15,4.980499,-2.9054513
1218,USB Fans,3,4.4,13.656666666666666,556.6666666666666,0,-8.842771,4.6373734
1219,Belt Buckles,3,4.066666666666667,7.823333333333333,23.0,5,-1.7506053,5.1489816
1220,Green,3,4.666666666666667,17.61,225.33333333333331,8,-0.42271382,-8.834736
1221,Analytical Balances,3,4.5,180.99666666666667,21.0,9,-5.452153,0.88073885
1222,Wall Décor,3,4.766666666666667,7.983333333333333,1310.6666666666667,3,2.237891,1.1087698
1223,Over the Door Shoe Organizers,3,4.766666666666667,17.656666666666666,89.0,1,0.48699865,5.236286
1224,Hydraulic Equipment,3,5.0,180.31666666666663,3.6666666666666665,10,-2.1998365,-1.5546875
1225,Black Cohosh,3,4.133333333333334,25.606666666666666,631.3333333333334,8,-1.4747603,-9.215552
1226,Sake Sets,3,4.6,36.98666666666667,48.0,18,4.345145,-5.3759365
1227,Stands & Hangers,3,4.733333333333333,26.99,386.0,19,-3.6671584,0.8022836
1228,Skirt Sets,3,4.266666666666667,9.873333333333331,98.66666666666669,5,1.8800591,5.0640287
1229,Fuel Pump,3,4.8,10.32,6.333333333333333,14,7.0778475,1.2102525
1230,Angled Paintbrushes,3,4.8,13.940000000000005,3.6666666666666665,1,0.14264028,-5.30347
1231,Tips,3,4.5,9.156666666666666,56.66666666666666,9,-0.43971324,-0.36718825
1232,Baby & Child Care,3,4.566666666666666,8.458333333333334,1202.3333333333333,11,3.135706,-0.40795696
1233,Grinders,3,4.466666666666667,76.23666666666666,22.0,10,-4.474716,4.3281693
1234,Nail Care,3,4.466666666666667,20.635,2427.333333333333,1,2.7762327,1.1011087
1235,Indoor Fountains & Accessories,3,4.366666666666666,20.29666666666667,117.33333333333331,15,6.617165,-3.6083424
1236,Orthodontic Supplies,3,3.9333333333333336,10.576666666666668,100.66666666666669,11,8.452966,-0.95426404
1237,Corn,3,3.4333333333333336,29.066666666666663,20.0,18,4.275242,-8.963772
1238,Fitness & Activity Monitors,3,4.166666666666667,32.348333333333336,5685.666666666667,11,-4.1631594,4.7611866
1239,Cold Weather Scarves,3,4.5,28.246666666666663,104.66666666666669,12,8.8794775,1.793537
1240,Chisels,3,4.533333333333333,29.32166666666667,207.0,1,-0.17608717,2.816459
1241,Photo Paper,3,4.566666666666666,86.14833333333333,697.6666666666666,19,-8.691878,1.568816
1242,Loupes,3,3.4,35.160000000000004,332.6666666666667,9,0.20876494,-1.4658177
1243,Special Occasion Accessories,3,4.566666666666666,12.656666666666666,349.6666666666667,19,-4.120372,1.0785943
1244,Eyewear,3,4.233333333333333,17.988333333333333,232.0,19,-7.96244,1.4013528
1245,Play Vehicles,3,4.6000000000000005,21.463333333333328,1616.0,2,-6.543506,1.3966331
1246,Whole Home & Mesh Wi-Fi Systems,3,4.333333333333333,182.84,361.3333333333333,0,-8.84056,4.6703725
1247,Mountaineering & Ice Equipment,3,4.2,36.97833333333333,1088.3333333333333,12,9.133724,1.9004139
1248,Duffel Bags,3,4.566666666666666,57.473333333333336,207.33333333333331,13,-1.9481248,0.80136865
1249,Hand Planes & Accessories,3,4.366666666666666,27.968333333333334,249.0,2,-3.478677,10.264199
1250,Safety Earmuffs,3,4.333333333333333,188.17,371.6666666666667,5,-1.2455438,7.3243046
1251,Area Rugs,3,4.333333333333333,188.2433333333333,1514.0,3,3.9949627,2.816141
1252,Speakers,3,4.133333333333333,102.34166666666664,143.66666666666666,19,-5.9202347,3.6134605
1253,Cleaners,3,4.6000000000000005,22.805,193.0,15,4.132837,-2.750249
1254,Rash Guard Shirts,3,4.3,20.13833333333333,377.0,8,-2.4298992,-5.2825155
1255,In-Dash Mounting Kits,3,4.133333333333333,20.113333333333333,175.33333333333334,10,-3.2601237,2.0413969
1256,Gliders,3,4.633333333333334,114.75666666666666,220.33333333333331,2,-3.598656,10.33027
1257,Water Shoes,3,4.366666666666667,21.25333333333333,8210.0,16,2.2121706,-7.8439016
1258,Artificial Plants & Flowers,3,4.3,15.32,289.6666666666667,6,1.7357504,-7.0483217
1259,Macrame & Knotting,3,4.8,17.156666666666666,102.0,9,0.49051714,-1.0829165
1260,Dough,3,4.6000000000000005,10.906666666666666,11.666666666666666,9,6.1143913,-6.9804645
1261,Ceramics & Pottery,3,4.6000000000000005,10.906666666666666,11.666666666666666,1,-0.2934019,-4.8844953
1262,Slow Feeders,3,4.033333333333333,9.656666666666666,943.3333333333334,8,-1.6670063,-7.130596
1263,Magnetic Frames,3,4.733333333333333,14.586666666666666,127.66666666666669,7,-7.0408425,3.962913
1264,Blower Motor,3,4.933333333333334,43.32666666666666,7.0,14,-4.3134723,6.263767
1265,Hoists & Accessories,3,4.333333333333333,274.50333333333333,16.0,10,-3.1710615,2.865101
1266,Digital Picture Frames,3,4.533333333333334,102.15666666666668,1340.3333333333333,19,-8.701467,1.9715842
1267,Trailer Accessories,3,4.366666666666666,23.08333333333333,94.66666666666669,10,-6.689514,1.9442421
1268,Gaming Keyboards,3,4.466666666666667,29.656666666666663,1906.3333333333333,0,-10.163891,3.8328562
1269,Exhaust Systems & Parts,3,4.4,123.29666666666668,16.0,14,4.219663,0.44543672
1270,Light Bulbs,3,3.9666666666666655,12.99,1777.3333333333333,17,-2.7927945,-2.533131
1271,Tuning Pegs,3,4.466666666666666,10.686666666666667,43.333333333333336,10,-3.2576785,4.360245
1272,Dried Prunes,3,4.6000000000000005,60.22333333333333,49.66666666666666,8,3.5659077,-8.708233
1273,Circuit Breakers,3,4.333333333333334,22.528333333333336,114.0,7,-6.9767084,4.231165
1274,Shifters & Parts,3,4.366666666666667,29.476666666666663,35.666666666666664,12,-5.0195804,2.995155
1275,Bed Liners,3,4.033333333333333,237.895,10.333333333333334,3,4.9686537,3.9045646
1276,Fluid & Liquid Handling,3,4.833333333333333,25.506666666666664,1.3333333333333333,14,2.4865274,-3.0602477
