,category,frequency,avg_rating,avg_price,avg_num_reviews
1251,Area Rugs,3,4.333333333333333,188.24333333333334,1514.0
1252,Speakers,3,4.133333333333333,102.34166666666665,143.66666666666666
1253,Cleaners,3,4.6000000000000005,22.804999999999996,193.0
1254,Rash Guard Shirts,3,4.3,20.138333333333332,377.0
1255,In-Dash Mounting Kits,3,4.133333333333333,20.113333333333333,175.33333333333334
1256,Gliders,3,4.633333333333334,114.75666666666666,220.33333333333334
1257,Water Shoes,3,4.366666666666667,21.253333333333334,8210.0
1258,Artificial Plants & Flowers,3,4.3,15.319999999999999,289.6666666666667
1259,Macrame & Knotting,3,4.8,17.156666666666666,102.0
1260,Dough,3,4.6000000000000005,10.906666666666666,11.666666666666666
1261,Ceramics & Pottery,3,4.6000000000000005,10.906666666666666,11.666666666666666
1262,Slow Feeders,3,4.033333333333333,9.656666666666666,943.3333333333334
1263,Magnetic Frames,3,4.733333333333333,14.586666666666666,127.66666666666667
1264,Blower Motor,3,4.933333333333334,43.32666666666666,7.0
1265,Hoists & Accessories,3,4.333333333333333,274.50333333333333,16.0
1266,Digital Picture Frames,3,4.533333333333334,102.15666666666668,1340.3333333333333
1267,Trailer Accessories,3,4.366666666666666,23.083333333333332,94.66666666666667
1268,Gaming Keyboards,3,4.466666666666667,29.656666666666666,1906.3333333333333
1269,Exhaust Systems & Parts,3,4.4,123.29666666666667,16.0
1270,Light Bulbs,3,3.9666666666666663,12.99,1777.3333333333333
1271,Tuning Pegs,3,4.466666666666666,10.686666666666667,43.333333333333336
1272,Dried Prunes,3,4.6000000000000005,60.22333333333333,49.666666666666664
1273,Circuit Breakers,3,4.333333333333334,22.528333333333336,114.0
1274,Shifters & Parts,3,4.366666666666667,29.476666666666663,35.666666666666664
1275,Bed Liners,3,4.033333333333333,237.895,10.333333333333334
1276,Fluid & Liquid Handling,3,4.833333333333333,25.506666666666664,1.3333333333333333
1277,Blank Video Media,3,4.833333333333333,24.363333333333333,72.66666666666667
1278,Hoodies & Sweatshirts,3,4.333333333333333,59.78,426.6666666666667
1279,Rail Covers,3,4.233333333333333,27.861666666666668,11.333333333333334
1280,Paper Towels,3,4.6000000000000005,32.48,8355.666666666666
1281,Differentials,3,4.633333333333333,17.290000000000003,69.0
1282,Tank Tops,3,4.633333333333334,29.171666666666667,166.33333333333334
1283,Drumsticks,3,4.633333333333333,16.895,138.33333333333334
1284,Screens,3,4.2,27.656666666666666,320.0
1285,Sun Hats,3,4.433333333333334,21.905,991.6666666666666
1286,Bar & Serving Carts,3,4.6,112.32333333333332,464.3333333333333
1287,Seats,3,4.3,112.96333333333332,34.0
1288,Reptiles & Amphibians,3,4.3,22.296666666666667,142.0
1289,Casual Socks,3,4.4,16.086666666666666,1937.0
1290,Ball Mounts,3,4.766666666666667,163.49333333333334,265.0
1291,Black,3,4.566666666666666,18.953333333333333,671.0
1292,Bathroom Cleaners,3,4.333333333333333,29.74333333333333,1849.6666666666667
1293,Tabletop Scenes,3,4.733333333333333,219.9766666666667,21.333333333333332
1294,Complete Sets,3,4.233333333333333,99.995,39.666666666666664
1295,Power Inverters,3,4.300000000000001,79.99,408.6666666666667
1296,Shaving Creams,3,4.566666666666667,19.956666666666667,427.0
1297,Bags & Packs,3,4.666666666666666,29.656666666666666,2459.0
1298,Rain Wear,3,4.633333333333334,17.33,161.33333333333334
1299,Clutches,3,4.866666666666666,29.76,32.0
1300,Olive Leaf,3,4.266666666666667,29.91333333333333,46.0
1301,Signal Processors,3,4.533333333333333,119.24333333333334,426.0
1302,Skirts & Skorts,3,3.9,40.06666666666666,62.666666666666664
1303,Carving Knives,3,4.433333333333334,169.42499999999998,35.333333333333336
1304,Briefs,3,4.466666666666667,25.31,322.3333333333333
1305,Compact Refrigerators,3,4.2,162.30666666666667,780.3333333333334
1306,Cargo Management,3,4.333333333333333,216.66,555.0
1307,Hose,3,4.7,100.145,41.666666666666664
1308,Lamps & Shades,3,4.4,35.31,518.3333333333334
1309,Mobile File Cabinets,3,4.6000000000000005,130.49,166.66666666666666
1310,Hair Combs,3,4.6000000000000005,19.385,353.0
1311,Butter,3,4.5,21.63333333333333,336.3333333333333
1312,Camisoles & Tanks,3,3.6999999999999997,20.945,1054.6666666666667
1313,Adapters & Multi-Outlets,3,4.633333333333334,27.473333333333333,2293.0
1314,Conduits & Fittings,3,4.699999999999999,16.413333333333334,182.66666666666666
1315,Bowling Sets,3,3.8000000000000003,40.89666666666666,90.0
1316,Panniers & Rack Trunks,3,4.3,55.593333333333334,528.6666666666666
1317,Standard,3,3.0,124.72666666666667,17.0
1318,Arts & Crafts Tape,3,4.266666666666667,22.173333333333332,455.0
1319,Freeze-Dried Food,3,4.433333333333334,39.468333333333334,310.0
1320,Organization & Storage,3,4.433333333333333,56.99,723.6666666666666
1321,Item Finders,3,4.566666666666666,24.99,1300.6666666666667
1322,Electric Clippers,3,4.066666666666667,47.11666666666667,2155.0
1323,Window Stickers & Films,3,4.5,15.156666666666666,1063.0
1324,Stickers,3,4.566666666666666,13.31,248.0
1325,Freshwater Systems,3,4.533333333333334,29.033333333333335,4029.3333333333335
1326,Boxer Briefs,3,4.466666666666666,20.713333333333335,92.66666666666667
1327,Flower Essences,3,4.666666666666667,15.589999999999998,281.0
1328,Faceplates,3,4.1000000000000005,11.983333333333334,404.6666666666667
1329,Protectors & Skins,3,4.1000000000000005,11.983333333333334,404.6666666666667
1330,Wall Lights,3,4.6000000000000005,41.82,4810.666666666667
1331,Gun Racks,3,4.733333333333333,26.375,382.6666666666667
1332,Skins & Decals,3,4.566666666666666,8.99,204.0
1333,Toys & Game Room,3,4.333333333333333,10.776666666666669,408.6666666666667
1334,Jelly & Sweet Spread Gifts,3,4.533333333333334,37.221666666666664,480.6666666666667
1335,Jam,3,4.533333333333334,37.221666666666664,480.6666666666667
1336,Bathroom Sink Faucets & Parts,3,4.433333333333333,68.22666666666667,152.33333333333334
1337,Novelties,3,3.8333333333333335,33.553333333333335,70.33333333333333
1338,Food Processors,3,4.5,58.824999999999996,1998.6666666666667
1339,Circuit Tracers & Analyzers,3,4.166666666666667,376.2966666666666,3.0
1340,Electrical Boxes,3,4.699999999999999,16.413333333333334,182.66666666666666
1341,Toilets,3,4.5,106.74000000000001,123.66666666666667
1342,Oil Pressure,3,4.666666666666667,41.26,4.666666666666667
1343,Litter & Housebreaking,3,4.666666666666667,51.97666666666667,1092.6666666666667
1344,Air Tools,3,4.6,112.22666666666667,42.666666666666664
1345,Beverage Refrigerators,3,4.266666666666667,373.82666666666665,89.66666666666667
1346,Tubes & Tunnels,3,4.266666666666667,15.38,23.0
1347,Warning Alarms,3,4.266666666666667,37.093333333333334,14.0
1348,Camping Pillows,3,4.266666666666667,22.646666666666665,106.33333333333333
1349,Sleeves,3,4.3,13.656666666666666,4420.0
1350,Cutting Mats,3,4.633333333333333,12.201666666666666,788.6666666666666
1351,Lower Conversion Gasket Sets,3,3.733333333333333,65.40666666666667,4.0
1352,Indexable Inserts,3,4.233333333333333,27.19333333333333,8.0
1353,Snaps,3,3.9000000000000004,72.58833333333334,124.33333333333333
1354,Safety Harnesses,3,4.4,117.97500000000001,64.0
1355,Sweat Headbands & Wristbands,3,3.9000000000000004,11.691666666666668,649.3333333333334
1356,Arbors,3,4.266666666666667,234.60666666666668,86.33333333333333
1357,Printers & Scanners,3,4.433333333333334,76.68333333333334,1348.3333333333333
1358,Carriers & Strollers,3,4.7,44.97666666666667,493.6666666666667
1359,Mopping,3,4.566666666666666,17.60333333333333,534.3333333333334
1360,Soft-Sided Carriers,3,4.666666666666667,44.31,866.3333333333334
1361,Handlebars,3,4.366666666666666,31.486666666666668,43.0
1362,Gels,3,4.566666666666666,12.079999999999998,1053.0
1363,Sample Vials,3,4.366666666666666,25.156666666666666,305.6666666666667
1364,Ethernet Cables,3,4.7,17.373333333333335,18985.333333333332
1365,Bed Skirts,3,4.6000000000000005,24.723333333333333,4315.666666666667
1366,Kids Bath,3,4.433333333333334,14.809999999999997,112.66666666666667
1367,Tablet Accessories,3,4.466666666666667,17.583333333333332,3240.0
1368,Visual Impairment Aids,3,4.533333333333333,15.17,1408.3333333333333
1369,Water Hoses & Fittings,3,4.566666666666667,48.395,2394.0
1370,Skorts,3,4.5,44.875,131.33333333333334
1371,Fur & Faux Fur,3,3.5666666666666664,85.82666666666667,784.0
1372,Passport Wallets,3,4.433333333333333,12.945,1011.0
1373,Pressure Cookers,3,4.3999999999999995,69.02666666666667,344.6666666666667
1374,Air Check Valves,3,4.533333333333333,78.85333333333334,84.33333333333333
1375,Handheld Vacuums,3,4.3999999999999995,66.605,347.0
1376,Folk & World Hand Drums,3,4.033333333333334,163.66,40.666666666666664
1377,Surfing,3,4.833333333333333,344.28000000000003,102.0
1378,Blocks,3,4.833333333333333,70.02333333333333,139.66666666666666
1379,Food Warmers,3,4.3,171.49,99.66666666666667
1380,Lighters,3,4.566666666666666,15.29,2532.0
1381,Water Gardens & Ponds,3,4.233333333333333,37.22333333333333,762.6666666666666
1382,Calipers,3,4.466666666666666,102.94666666666666,117.0
1383,Gun Scopes,3,3.233333333333333,111.78333333333335,283.3333333333333
1384,Sweatshirts & Hoodies,3,4.333333333333333,48.001666666666665,17.666666666666668
1385,Condiment Pots,3,4.233333333333333,19.456666666666667,214.66666666666666
1386,Brake Pads,3,4.433333333333334,29.94333333333333,96.66666666666667
1387,Plates,3,4.8,46.90333333333333,54.666666666666664
1388,Index Card Filing,3,4.666666666666667,11.593333333333334,795.3333333333334
1389,Boring Drill Bits,3,4.266666666666667,18.526666666666667,92.66666666666667
1390,Charger & Service Plates,3,4.733333333333333,26.72666666666667,29.666666666666668
1391,Jump Rings,2,4.550000000000001,9.49,130.5
1392,Hot & Cold Water Dispensers,2,4.5,15.620000000000001,106.0
1393,Binder Pouches,2,4.6,36.24,13.0
1394,Ribbons,2,4.65,12.489999999999998,186.0
1395,Transmission Filters,2,4.7,42.3875,74.0
1396,Lens Accessories,2,4.5,6.4775,958.5
1397,Motor Oils,2,4.75,82.83,224.0
1398,Expanded & Perforated Sheets,2,3.35,28.849999999999998,8.0
1399,Combination Axle Kits,2,5.0,57.9,3.0
1400,Floating Candles,2,4.8,15.655000000000001,16.0
1401,Mats & Flooring,2,4.85,244.4925,81.0
1402,Kitchen Accessories,2,4.6,8.49,139.5
1403,Blower Motors,2,4.45,26.189999999999998,272.5
1404,Raincoats,2,3.9,28.92,159.5
1405,Alternative Pain Relief,2,4.55,7.485,1330.0
1406,Cookbook Stands & Recipe Holders,2,4.6,8.49,139.5
1407,Shin Guards,2,4.300000000000001,32.2425,23.5
1408,Shade Cloth,2,4.65,91.995,1135.0
1409,Multi-Enzymes,2,4.4,15.489999999999998,2299.5
1410,Bedside Commodes,2,4.5,143.84,147.5
1411,Scratching Posts,2,4.2,27.450000000000003,1158.5
1412,Comforter Sets,2,4.75,41.4675,1659.0
1413,Loafers & Slip-Ons,2,4.4,113.7575,3.0
1414,Poster Frames,2,4.5,27.22,50.5
1415,Sheet & Pillowcase Sets,2,4.45,22.24,26282.5
1416,Oil,2,4.65,133.45,10.5
1417,Cartridges,2,4.6,61.29,1112.0
1418,Bulb Planters,2,4.6,13.98,46.5
1419,Emblems,2,4.0,36.625,35.5
1420,Air Intake,2,4.25,176.56,53.0
1421,Craft Sticks,2,4.35,9.24,132.0
1422,Port Tubes,2,4.7,8.84,16.0
1423,Hiking Shoes,2,4.75,79.5125,127.5
1424,Grille Inserts,2,4.55,88.7375,57.5
1425,Infant & Toddler Travel Beds,2,4.75,102.47,159.5
1426,Staff Paper,2,4.5,10.335,89.0
1427,Quadcopter Camera Mounts,2,4.25,117.49000000000001,18.5
1428,Examination Supplies & Consumables,2,4.550000000000001,19.95,144.0
1429,Gravy & Marinade Gifts,2,4.9,23.255,52.5
1430,Wax,2,4.1,11.535,13.0
1431,Seats & Saddles,2,4.6,33.175,908.0
1432,Coloring Pens & Markers,2,4.75,12.17,228.0
1433,Control Cables,2,4.6,98.535,27.0
1434,Stamped Kits,2,4.35,15.095000000000002,131.5
1435,Dimmers,2,4.05,59.989999999999995,121.0
1436,Uniforms & Apparel,2,4.7,11.99,318.5
1437,Desk Calendars,2,4.65,14.489999999999998,696.0
1438,Parking Lights,2,3.8,17.165,33.5
1439,Printer Stands,2,4.6,73.895,58.5
1440,Cereal,2,4.5,13.129999999999999,278.0
1441,Packs & Accessories,2,4.9,13.005,16.0
1442,Baby Floats,2,4.449999999999999,22.465,471.0
1443,Tree Toppers,2,3.75,16.595,168.5
1444,Joysticks,2,3.9,44.934999999999995,79.5
1445,Sauce,2,4.9,23.255,52.5
1446,Glass Blocks,2,3.5,201.16,1.0
1447,Basic,2,4.6,26.505,484.5
1448,Adhesives & Tapes,2,3.75,16.36,65.0
1449,Lighting Chains,2,4.15,42.9675,13.5
1450,Wall Switches,2,4.7,52.1875,397.5
1451,Flute,2,3.5,19.47,6.5
1452,Cars,2,3.8,21.47,331.5
1453,Undercoatings,2,4.7,13.1525,20.5
1454,Recliner Parts,2,4.6,13.79,760.5
1455,Inserts & Covers,2,4.6,14.489999999999998,4447.0
1456,Human Resources Forms,2,4.65,35.4925,101.0
1457,Blowers,2,4.75,21.939999999999998,45.0
1458,Desktop & Off-Surface Shelves,2,4.35,44.99,29.5
1459,Eyeliner Brushes,2,4.4,11.415,2356.5
1460,Table Covers,2,4.3,57.905,102.5
1461,Changing & Dressing,2,4.699999999999999,17.97,684.5
1462,Trophies,2,4.9,30.740000000000002,7.0
1463,Applique Patches,2,4.85,7.9925,10.5
1464,Pedestal Bags,2,3.4,52.62,42.5
1465,Chemises,2,3.0,8.99,1.5
1466,B6 (Pyridoxal Phosphate),2,4.8,11.245000000000001,142.0
1467,Industrial Motors,2,4.55,40.824999999999996,110.5
1468,Kennels,2,4.6,45.489999999999995,130.0
1469,Stencil Brushes & Pouncers,2,4.7,32.47,51.0
1470,Dried Cherries,2,4.55,24.725,88.5
1471,Nightgowns,2,4.0,14.7375,776.5
1472,Decorative Shower Curtain Hooks,2,4.7,13.19,419.5
1473,Input Devices,2,4.449999999999999,9.49,342.0
1474,Electric Woks,2,4.65,70.9675,708.5
1475,String & Snack,2,3.7,113.2475,379.0
1476,Deli Meats & Cheeses,2,4.45,82.995,424.0
1477,Winter,2,5.0,109.455,2.0
1478,Dead-Blow Hammers,2,4.55,20.545,6.5
1479,Diet Kits & Systems,2,3.9499999999999997,27.490000000000002,222.0
1480,Inside Micrometers,2,4.8,255.875,13.0
1481,Tinsel,2,4.449999999999999,3.045,140.0
1482,Condenser Fans,2,4.0,149.42499999999998,1.5
1483,Rotary Cutters,2,4.25,11.79,207.5
1484,Pool Rafts & Inflatable Ride-ons,2,4.0,27.49,475.0
1485,Twine,2,4.6,9.965,604.5
1486,Center Caps,2,4.55,16.294999999999998,239.5
1487,Lingerie Sets,2,4.1,14.434999999999999,16.0
1488,Satellite Radio,2,3.9,69.97,25.0
1489,Valences,2,4.6,28.744999999999997,783.0
1490,Accounting & Finance,2,3.9,47.49,124.5
1491,Clarinets,2,3.9,181.295,23.0
1492,Cold Weather Gloves,2,4.4,20.7425,1200.0
1493,Decorative Fences,2,4.65,69.49,35.5
1494,Fireplace Tools,2,4.65,78.105,28.5
1495,Breadsticks,2,3.45,22.47,32.0
1496,Spark Plug Thread Repair Kits,2,4.9,125.97999999999999,10.5
1497,Surround Sound Systems,2,4.15,149.44,20.0
1498,Pockets,2,4.300000000000001,77.245,58.0
1499,Bow-Tie,2,4.7,13.579999999999998,12.0
1500,French Horn,2,4.6,215.975,3.0
1501,Stringing Kits,2,4.5,16.0675,2.0
1502,Storage Racks,2,4.45,26.84,6755.0
1503,Wheat,2,4.4,14.302499999999998,314.0
1504,Paint Tools & Equipment,2,3.9000000000000004,19.97,30.5
1505,Cable Straps,2,4.65,10.969999999999999,506.5
1506,Sequin Trim,2,4.4,10.39,10.5
1507,Ceiling Fan Blades,2,3.95,34.67,8.0
1508,Recovery Straps,2,4.25,125.495,5.5
1509,Serial Port Cards,2,4.0,255.98000000000002,1.5
1510,Thumb Screws,2,4.5,11.2625,7.0
1511,Golf Club Head Covers,2,4.65,19.99,119.5
1512,Release Aids,2,4.4,76.59,10.0
1513,Carob,2,4.4,84.715,41.5
1514,Gym & Competition Equipment,2,4.65,49.2425,744.5
1515,Headwear,2,4.6,26.285,123.0
1516,Furniture Sliders,2,4.05,16.43,148.5
1517,Painting Tools,2,4.45,19.745,209.0
1518,Replacement Screens,2,4.3,176.375,2.5
1519,Laminating Supplies,2,4.8,106.03750000000001,680.0
1520,Sofas,2,4.15,128.685,36.5
1521,Water Bottles,2,4.4,15.64,361.0
1522,Bucket Hats,2,3.95,17.74,30.5
1523,Tables & Table Parts,2,3.4,128.995,21.0
1524,Vacuums,2,4.25,27.987499999999997,92.0
1525,3D Printer Platforms,2,4.2,18.99,21.0
1526,Leader Rigging,2,4.25,12.489999999999998,18.5
1527,Whips,2,4.5,56.989999999999995,13.5
1528,Flours & Meals,2,4.6,30.134999999999998,737.5
1529,Indicator Stands & Bases,2,4.25,187.08499999999998,34.0
1530,Trick & Novelty Balls,2,4.75,35.97,63.0
1531,Housing Pods,2,4.55,83.995,12.5
1532,Capacitors,2,4.6,35.475,272.0
1533,Sneakers,2,4.6,27.244999999999997,493.5
1534,Flavored Milk,2,4.5,22.49,21.0
1535,Respiratory & Anesthesia Equipment,2,4.35,19.6375,877.0
1536,Nature Exploration Toys,2,3.7,24.485000000000003,553.0
1537,Stuffed Animals & Teddy Bears,2,4.55,20.73,1382.5
1538,Blow Off Valves,2,4.15,103.99000000000001,30.5
1539,Cheese Knives,2,4.3,14.48,32.5
1540,Pool Maintenance Kits,2,4.199999999999999,16.59,296.0
1541,Mini-SAS Cables,2,4.35,20.665,45.5
1542,Baseballs,2,4.45,29.854999999999997,334.5
1543,Taco Sauce,2,4.35,31.965,22.0
1544,Bases & Melts,2,4.65,26.39,160.0
1545,Powdered Eggs,2,4.25,78.85,74.0
1546,Pressure in Cycle,2,3.0,17.445,1.0
1547,Commercial Food Preparation Equipment,2,4.6,17.49,7.5
1548,Single Ear Bluetooth Headsets,2,4.7,36.99,435.5
1549,Wireless Audio Receivers & Adapters,2,4.4,25.99,1522.5
1550,Closet Rods & Shelves,2,4.35,24.3925,117.0
1551,Copyholders,2,4.0,33.9,108.0
1552,Underwater Photography,2,4.65,260.94,7.5
1553,Dehydrated & Freeze-Dried,2,4.65,37.99,292.0
1554,Cash Registers,2,4.45,52.230000000000004,27.0
1555,Coat Lockers,2,3.8499999999999996,10.49,361.5
1556,Interlocking Tape & Mounting Products,2,4.1,14.8675,395.5
1557,Multipurpose Bathroom Cleaners,2,4.4,33.24,379.5
1558,Expansion Plugs,2,5.0,13.055,4.5
1559,Spade Drill Bits,2,4.4,5.359999999999999,261.5
1560,Dildos,2,4.5,39.49,396.5
1561,Bowls & Cutlery,2,4.65,9.385,408.5
1562,First Aid Kits,2,4.35,9.445,240.0
1563,Rinse-Free Cleansers & Wipes,2,4.4,28.534999999999997,102.0
1564,Multimeters & Analyzers,2,4.0,223.995,9.5
1565,Realistic,2,4.35,21.99,137.5
1566,Herbal Supplements,2,4.45,14.9725,1325.5
1567,Furniture Hardware,2,4.35,9.695,765.5
1568,Kitchen Sink Faucet Replacement Parts,2,4.05,17.3525,7.5
1569,Peppers,2,4.5,12.61,745.5
1570,Poker,2,4.5,11.670000000000002,580.0
1571,Technical Pens,2,4.35,20.3375,85.5
1572,Solid Feeding,2,4.6,35.535000000000004,2690.5
1573,Winches,2,4.4,39.25,399.5
1574,Ukuleles,2,4.7,98.495,526.5
1575,Weaving Loom Tools & Accessories,2,4.75,7.66,5.0
1576,Vehicle Covers,2,4.5,24.99,117.0
1577,Jump Ropes,2,4.699999999999999,12.737499999999999,777.0
1578,Pants & Capris,2,3.85,26.2425,897.0
1579,Thigh Supports,2,4.05,19.0775,748.5
1580,Garlands,2,4.65,15.489999999999998,34.0
1581,Insulation & Noise Control,2,4.3,29.47,115.5
1582,Dimmer,2,4.05,51.03,18.0
1583,Plastic Plants,2,4.6,8.49,350.0
1584,Play Trains & Railway Sets,2,4.550000000000001,22.4525,1509.0
1585,Childrens Roller Skates,2,4.7,106.0,49.0
1586,Catcher Helmets,2,4.7,136.985,13.0
1587,Lamps,2,4.35,26.240000000000002,37.5
1588,Uninterruptible Power Supply (UPS),2,4.3,123.94999999999999,4375.5
1589,Materials,2,4.550000000000001,50.23,25.5
1590,Full Slips,2,4.1,13.184999999999999,267.5
1591,Internal TV Tuner & Capture Cards,2,4.1,62.985,211.0
1592,Laptop Bags,2,4.8,21.955,1578.5
1593,Pens & Refills,2,4.75,12.059999999999999,1095.5
1594,Raised Bowls,2,4.4,22.49,756.0
1595,Basters,2,4.449999999999999,11.45,393.5
1596,Glitter,2,4.550000000000001,11.844999999999999,832.0
1597,Pain Relief Rubs,2,4.5,24.884999999999998,2899.5
1598,Tack Care,2,4.85,14.989999999999998,164.5
1599,Remote Control Systems,2,4.4,152.565,167.0
1600,Hydration,2,4.65,37.620000000000005,930.0
1601,Waste Receptacles & Liners,2,4.6,12.09,451.5
1602,USB-to-VGA Adapters,2,4.55,54.475,325.0
1603,Digital Audio Workstation Controllers,2,4.6,79.495,180.0
1604,Over-the-Range Microwave Ovens,2,4.1,407.815,156.5
1605,Bobbleheads,2,4.95,28.57,57.0
1606,Wrist Rests,2,4.5,22.6925,1535.0
1607,Surveillance Video Recorders,2,4.05,187.495,16.5
1608,Card Cases,2,4.6,9.9075,258.0
1609,Golf Clubs,2,4.4,218.995,94.5
1610,Terrariums,2,4.25,64.49,396.5
1611,Buildings & Structures,2,4.449999999999999,24.985,48.5
1612,Steam Cleaner & Steam Mop Replacement Parts,2,4.4,19.485,398.5
1613,Coat Care,2,4.35,27.555,249.0
1614,Shops & Accessories,2,4.15,21.49,58.5
1615,Snow Wear,2,4.3,73.38250000000001,5.5
1616,PCV Valves & Breathers,2,4.75,15.485,128.5
1617,Linear Motion Products,2,5.0,49.07,1.5
1618,Faucet Balls,2,4.25,13.075,15.5
1619,Linear Roller Bearings,2,5.0,49.07,1.5
1620,Boxers,2,4.45,28.910000000000004,22.0
1621,Standard Outlets,2,4.5,37.49,130.0
1622,Bike Brake Cables & Housing,2,4.25,12.0,10.0
1623,Bubble Wrap Dispensers,2,4.05,32.025000000000006,4.5
1624,Hip & Joint Care,2,4.65,41.980000000000004,52.5
1625,Gravy Boats,2,4.6,23.78,68.0
1626,Plaques & Wall Art,2,4.6,41.635,77.0
1627,Access Doors,2,4.5,63.665,38.5
1628,Avalanche Safety Gear,2,4.0,49.9725,1626.5
1629,Pipe Supports,2,4.3,17.23,11.0
1630,Jewelry Making Display & Packaging Supplies,2,4.65,8.99,395.0
1631,Skins,2,4.75,7.45,1.5
1632,Stove Accessories,2,4.45,28.21,1285.0
1633,Yarn Needles,2,4.85,17.18,3.0
1634,Pipes,2,3.8,19.055,86.5
1635,Decals & Bumper Stickers,2,4.6,10.74,208.5
1636,Decks,2,4.4,28.97,64.0
1637,Footballs,2,4.55,43.355000000000004,1039.0
1638,Electronic Pads,2,4.1,511.745,15.0
1639,Lab Cabinets,2,4.0,49.834999999999994,1.0
1640,Heater Parts,2,4.7,73.09,2.0
1641,Baked Beans,2,4.4,32.49,86.5
1642,Mastectomy Bras,2,3.9,35.415,45.0
1643,Computer Microphones,2,4.5,26.47,1704.5
1644,Seasoned Salt,2,4.8,18.814999999999998,288.5
1645,Pins,2,4.6,59.495,4.5
1646,Folding Umbrellas,2,4.15,21.415,4041.0
1647,Fuse Holders,2,4.6,12.835,9.0
1648,Mechanical Pencil Eraser Refills,2,4.3,7.095000000000001,9.5
1649,Pipe Cleaners,2,4.7,9.46,768.5
1650,Brakes & Clutches,2,4.550000000000001,97.475,4.0
1651,Tool Holders,2,4.0,126.47,9.0
1652,Compression Shorts,2,4.75,17.7075,13.0
1653,Repellents & Training Aids,2,4.35,30.985,2214.0
1654,Fuel Pumps & Accessories,2,4.65,89.07499999999999,33.0
1655,Rainwear,2,4.5,75.245,33.0
1656,Underlayments,2,4.2,9.985,251.0
1657,Outerwear & Coats,2,2.5,146.425,21.5
1658,Vacuum & Pump Equipment,2,3.6999999999999997,26.740000000000002,15.5
1659,Rear Shocks,2,4.85,170.12,5.5
1660,Center Support Cushions,2,4.25,31.705,26.0
1661,Passenger Compartment Air Filters,2,4.7,11.29,1132.5
1662,Roof Vents,2,4.199999999999999,207.6725,54.5
1663,Clogs & Mules,2,4.7,57.425,12.0
1664,Seat Brackets,2,4.2,140.0,5.5
1665,Filter Accessories,2,4.800000000000001,20.990000000000002,422.0
1666,Meat & Carving Forks,2,4.5,30.950000000000003,258.5
1667,Hard Drive Bags & Cases,2,4.65,10.715,114.5
1668,Leashes,2,4.15,12.965,754.0
1669,Gun Maintenance,2,4.65,42.6425,1835.5
1670,Glass Sheets,2,3.7,21.947499999999998,37.5
1671,Surgical Drapes,2,3.75,44.519999999999996,15.5
1672,Tool Pouches,2,4.6,25.5225,520.5
1673,Tapioca,2,4.2,60.73,94.0
1674,Tape Reels,2,3.75,12.085,50.0
1675,Tabletop Accessories,2,4.4,16.3675,603.5
1676,Caps & Hats,2,4.45,30.645000000000003,135.5
1677,Iced Tea Machines,2,5.0,56.849999999999994,6.0
1678,Time Clocks & Cards,2,4.449999999999999,133.5,147.5
1679,Poufs,2,4.3,89.14,263.5
1680,Additives,2,4.65,65.21000000000001,156.5
1681,Travel Cases,2,4.199999999999999,17.869999999999997,375.5
1682,Ibuprofen,2,4.75,11.155000000000001,196.5
1683,Trees,2,4.35,23.892500000000002,343.5
1684,High Mount Stop Lights,2,4.05,37.84,76.0
1685,Eyebolts,2,4.8,16.335,7.5
1686,Acid-Free & Archival Page Albums,2,4.6,16.3675,290.5
1687,Machine Tool Inspection Mirrors,2,4.65,81.545,110.5
1688,Bamboo Shoots,2,5.0,19.45,1.5
1689,Incense,2,4.7,15.49,4169.0
1690,Headlight,2,4.35,18.92,11.0
1691,Dodgeballs,2,2.65,18.0575,55.0
1692,Oat Milks,2,4.25,44.595,137.5
1693,Tracheostomy Care Kits,2,4.3,24.315,11.5
1694,Props,2,3.9,7.065,234.0
1695,Harnesses,2,4.65,69.945,62.5
1696,Needle-Nose Pliers,2,4.4,23.4125,112.0
1697,Sculptural Frames & Holders,2,4.6,36.485,45.0
1698,Mufflers & Baffles,2,4.4,55.79,11.0
1699,Clamshell Take Out Containers,2,5.0,22.19,18.5
1700,Onions & Shallots,2,3.45,26.939999999999998,23.5
1701,Micro Centrifuge Tubes,2,5.0,84.27,1.0
1702,White,2,4.6,27.404999999999998,47.5
1703,Battery Wiring & Terminals,2,4.4,14.739999999999998,113.5
1704,Decoys,2,4.25,164.92000000000002,45.5
1705,Foosball Tables,2,4.25,239.495,5.0
1706,Pasta & Pizza Tools,2,4.75,94.99,3.0
1707,Vegetable Soups,2,4.35,99.21000000000001,225.5
1708,Faucet O-Rings,2,4.3,9.935,18.0
1709,Eyeglass Cases,2,4.35,9.74,105.5
1710,Darts & Equipment,2,4.55,14.989999999999998,297.0
1711,Sports Water Bottles,2,4.5,18.057499999999997,5068.5
1712,Circular Saw Blades,2,4.65,42.9025,419.5
1713,Single Rods,2,4.7,29.240000000000002,654.5
1714,HDMI Cables,2,4.7,11.985,5954.5
1715,Salad Dressings,2,4.65,123.975,274.5
1716,Wearable Technology,2,4.45,14.989999999999998,6473.0
1717,Filters with Strainer,2,4.8,15.6,4.0
1718,Clock Radios,2,4.55,30.47,1730.0
1719,Carving Sets,2,4.300000000000001,19.97,256.0
1720,Aquarium Hoods,2,4.45,59.97,39.0
1721,Points,2,4.85,8.49,3.5
1722,Fixed-mount CB Radios,2,4.5,62.415,376.0
